ticket_id,description,category,priority
T005782,Alert deduplication not preventing duplicates,Monitoring,Medium
T006461,Artifact repository access denied for build job,DevOps,High
T007172,Server CPU showing temperature warning,Hardware,High
T002532,"Issue experiencing security group, load balancer, Kubernetes, VPC error",Cloud,Medium
T008303,"Issue causing Outlook, recovery error",Email,Low
T001206,"Issue causing caching, user error",Application,High
T006403,Log aggregation service disk space full,Monitoring,High
T004521,DRS unable to balance workloads across hosts,Virtualization,Critical
T005112,"Issue unable to NAS, tiering, iSCSI error",Storage,High
T007742,Desktop monitor displaying color distortion,Hardware,High
T003471,Systemd service failing to start after reboot,Unix,Medium
T007107,"Issue causing registry, GitLab, artifact, Git error",DevOps,Critical
T006136,Alerting system flooding with false positive alerts,Monitoring,Critical
T003262,Disk space 95% full on /var partition,Unix,High
T008079,Meeting room booking system not updating,Email,High
T000376,Network QoS policy not limiting bandwidth,Network,High
T005487,"Issue showing disk, S3, deduplication error",Storage,High
T005955,Monitoring dashboard refresh rate degraded,Monitoring,Critical
T006086,"Issue causing uptime, incident, anomaly, SLA error",Monitoring,Medium
T002779,"Issue throwing AWS, Kubernetes, container, RDS error",Cloud,Critical
T007453,Server firmware version mismatched,Hardware,Low
T000690,"Issue cannot subnet, latency, VLAN error",Network,High
T008299,Distribution list membership not updating,Email,High
T006656,Deployment rollback failed leaving system in inconsistent state,DevOps,High
T000799,Application metrics export failing with write errors,Application,High
T003312,Log rotation script failing to compress archives,Unix,Medium
T004550,VM console access restricted due to certificate issue,Virtualization,Medium
T002818,"Issue showing pod, S3, ECS, SSL error",Cloud,Low
T008104,Out of office reply not being sent,Email,High
T006601,Automated testing timeout during deployment,DevOps,Low
T001918,Database connection pool exhausted,Database,Critical
T006329,SLA tracking calculation incorrect,Monitoring,Critical
T009777,"Issue unable to vendor support, update, API error",Vendor,Medium
T002757,VPN gateway certificate expiring in 7 days,Cloud,Medium
T008281,Outlook profile corruption preventing email access,Email,High
T006983,Kubernetes deployment unable to pull image,DevOps,High
T008054,Outlook unable to connect to mailbox server,Email,Critical
T006770,Infrastructure-as-code drift detected in production,DevOps,High
T005399,Storage pool fragmentation increasing response time,Storage,High
T005401,NAS performance degrading during peak I/O,Storage,Low
T009851,API schema change breaking existing code,Vendor,Low
T000591,"Issue showing IP address, OSPF, jitter, VPN error",Network,High
T009596,Vendor platform maintenance window extending beyond expected time,Vendor,High
T009025,Disaster recovery runbook outdated,Backup,Medium
T002453,Kubernetes node not joining cluster,Cloud,High
T000778,Application database connection string incorrect after migration,Application,High
T000226,Network broadcast storm detected on VLAN,Network,High
T004465,VM snapshot consuming excessive storage space,Virtualization,High
T004390,"Issue throwing memory, hypervisor error",Virtualization,Medium
T006264,"Issue unable to disk, CPU error",Monitoring,High
T006738,Canary deployment metrics collection missing,DevOps,Critical
T004059,Suspicious traffic detected from server to external IP,Security,High
T006557,"Issue throwing Jenkins, deployment error",DevOps,Critical
T006410,Health check endpoint returning false negatives,Monitoring,High
T001657,"Issue experiencing index, lag, tablespace, lock error",Database,High
T002512,"Issue showing Terraform, CloudFront error",Cloud,High
T008286,Outlook profile corruption preventing email access,Email,Critical
T002991,Kernel audit rules not capturing all system calls,Unix,High
T005747,Alert escalation policy not triggering correctly,Monitoring,High
T008846,Recovery time objective not being met,Backup,Medium
T007322,Server cooling fan at maximum RPM,Hardware,High
T004939,vCenter database size exceeding retention limits,Virtualization,High
T004326,Datastore latency causing VM performance degradation,Virtualization,High
T006194,APM agent memory leak causing high overhead,Monitoring,High
T003170,"Issue showing sudo, NFS, log rotation error",Unix,Medium
T007345,Laptop battery not holding charge,Hardware,High
T007649,Server firmware version mismatched,Hardware,High
T008172,Email delivery failing for external recipients,Email,Low
T001221,"Issue experiencing bug, caching error",Application,High
T004437,DRS unable to balance workloads across hosts,Virtualization,Medium
T002082,Database connection pool exhausted,Database,High
T003831,"Issue throwing breach, compliance error",Security,High
T002622,Docker networking DNS not resolving container names,Cloud,High
T002697,Container registry connection timeout during deployment,Cloud,High
T005773,Monitoring compliance report generation failing,Monitoring,High
T001685,PostgreSQL index fragmentation causing slow queries,Database,Critical
T006791,Container registry rate limit exceeded,DevOps,Critical
T009677,SaaS application API rate limiting requests,Vendor,Medium
T009516,Vendor system data sync incomplete,Vendor,High
T008463,"Issue throwing authentication, Office 365, meeting, recovery error",Email,High
T000230,Network bandwidth utilization 85% sustained,Network,Medium
T007852,Desktop monitor displaying color distortion,Hardware,Medium
T006843,"Issue causing GitHub, deployment, artifact error",DevOps,High
T006830,"Issue throwing version control, Git error",DevOps,Critical
T001251,"Issue unable to timeout, module, transaction, performance error",Application,Medium
T005826,SLA tracking calculation incorrect,Monitoring,Medium
T007075,Build cache corruption causing failed builds,DevOps,High
T009985,Vendor API documentation outdated,Vendor,High
T008976,Restore operation timeout preventing data recovery,Backup,Low
T008494,Outlook unable to connect to mailbox server,Email,Critical
T008086,SMTP relay authentication failing,Email,Critical
T007229,"Issue showing temperature, disk error",Hardware,High
T009376,Vendor feature deprecation breaking integration,Vendor,Medium
T008472,Outlook unable to connect to mailbox server,Email,Critical
T001455,Database slow query log indicates problematic queries,Database,High
T002518,Terraform applying infrastructure changes failing,Cloud,Critical
T006568,"Issue causing CI/CD, release, GitLab error",DevOps,High
T003291,"Issue cannot file descriptor, inode, core dump, shell error",Unix,Critical
T006987,Blue-green deployment cutover not completing,DevOps,High
T005490,NAS performance degrading during peak I/O,Storage,Medium
T003740,"Issue cannot anomaly, intrusion error",Security,High
T002312,Docker networking DNS not resolving container names,Cloud,High
T006060,Alert deduplication not preventing duplicates,Monitoring,High
T007376,Workstation storage device not recognized,Hardware,High
T006161,APM agent memory leak causing high overhead,Monitoring,High
T002958,"Issue unable to mount, permission, script error",Unix,High
T004846,Cluster HA failover not triggered for downed host,Virtualization,Critical
T003837,Security token refresh failing for API integration,Security,High
T003950,"Issue experiencing threat, compliance error",Security,High
T003399,SSH service not responding on port 22,Unix,Critical
T007045,Pipeline notification system offline,DevOps,Low
T000705,Network interface bonding showing poor performance,Network,Critical
T006826,Automated rollback not executing on failure,DevOps,High
T000116,SSL handshake timeout on API endpoints,Network,High
T007592,Printer toner cartridge incorrectly detected,Hardware,Low
T004579,"Issue cannot vMotion, provisioning error",Virtualization,High
T001007,API rate limiting throttling legitimate requests,Application,High
T007313,Expansion card detection failure,Hardware,Critical
T007539,Workstation storage device not recognized,Hardware,High
T004094,Data exfiltration attempt detected and blocked,Security,Medium
T003387,Log rotation script failing to compress archives,Unix,High
T009732,Vendor API documentation outdated,Vendor,High
T003108,User file permissions reset to 000 on shared folder,Unix,High
T004672,Virtual machine network adapter showing errors,Virtualization,Critical
T000284,SSL handshake timeout on API endpoints,Network,Critical
T004614,Virtual machine unable to start after host failure,Virtualization,High
T009588,Vendor notification system not alerting properly,Vendor,Medium
T001509,"Issue unable to MySQL, statistics error",Database,High
T007884,Email delivery failing for external recipients,Email,High
T002523,"Issue experiencing image, Lambda, security group error",Cloud,Medium
T009809,"Issue experiencing compatibility, EOL, integration, vendor support error",Vendor,High
T009719,Vendor API documentation outdated,Vendor,Critical
T006510,Kubernetes deployment unable to pull image,DevOps,Medium
T002817,S3 bucket policy blocking read access to files,Cloud,Critical
T003717,"Issue causing threat, prevention, audit error",Security,High
T006047,Alerting system flooding with false positive alerts,Monitoring,High
T003090,User file permissions reset to 000 on shared folder,Unix,High
T005521,Storage quota enforcer removing user files,Storage,Medium
T002599,EBS volume attachment experiencing I/O timeout,Cloud,Critical
T002875,Apache SSL module not loaded after system update,Unix,Medium
T004042,"Issue cannot patch, threat, malware, firewall error",Security,High
T004302,"Issue experiencing vMotion, HA error",Virtualization,Medium
T007130,Git webhook not triggering pipeline on commit,DevOps,Medium
T001225,"Issue cannot endpoint, garbage collection, login, timeout error",Application,High
T009280,Backup server running out of resources,Backup,High
T000003,"Issue throwing VPN, subnet, uplink, throughput error",Network,High
T008042,Shared mailbox access permission not working,Email,High
T000595,Slow network performance in building A,Network,Critical
T006016,Alerting system flooding with false positive alerts,Monitoring,High
T006781,"Issue unable to configuration, CI/CD error",DevOps,High
T003092,Systemd timeout waiting for dependent services,Unix,High
T003857,Failed authentication attempts exceeding threshold,Security,High
T002448,AWS Lambda concurrency limit exceeded,Cloud,Critical
T002969,Permission denied when accessing /opt/application directory,Unix,High
T003615,Insider threat alert triggered for suspicious file access,Security,High
T006507,"Issue causing Git, GitHub, version control error",DevOps,Medium
T009168,"Issue cannot verification, compression, recovery error",Backup,High
T004841,ESXi host showing CPU throttling during peak usage,Virtualization,Critical
T006543,Kubernetes deployment unable to pull image,DevOps,Medium
T004262,Compliance audit findings requiring immediate remediation,Security,High
T007461,Network card hardware malfunction,Hardware,Medium
T002262,"Issue showing SSL, image, certificate, Terraform error",Cloud,High
T000528,User cannot authenticate to WiFi portal,Network,Low
T001427,Apache server showing 503 error intermittently,Application,High
T007058,Blue-green deployment cutover not completing,DevOps,High
T004278,Security patch deployment failed on production servers,Security,High
T007367,"Issue showing RAM, disk error",Hardware,Low
T003358,Cron job not executing scheduled backup script,Unix,High
T008470,"Issue cannot calendar, Office 365 error",Email,Medium
T003137,Sudo audit log not being written correctly,Unix,High
T003080,"Issue experiencing service, file descriptor, kernel, script error",Unix,High
T004879,VMware vCenter connection timeout to ESXi host,Virtualization,High
T005307,SAN storage capacity at 92% utilization,Storage,High
T003894,SSL/TLS vulnerability detected on web server,Security,High
T003448,"Issue causing SSH, LDAP error",Unix,High
T006802,Version control merge conflict preventing release,DevOps,High
T000354,Network interface bonding showing poor performance,Network,High
T009933,API schema change breaking existing code,Vendor,Medium
T003259,File descriptor limit reached on web server,Unix,Critical
T009313,Vendor system integration failing authentication,Vendor,High
T007859,Meeting invitations not being delivered,Email,Medium
T000827,Application experiencing token expiration issues,Application,Medium
T006952,Pipeline notification system offline,DevOps,High
T004467,"Issue experiencing migration, ESXi, resource pool, provisioning error",Virtualization,High
T000999,Application unable to parse XML response,Application,High
T008727,Selective restore functionality broken,Backup,High
T008875,Restore operation timeout preventing data recovery,Backup,Medium
T003674,Two-factor authentication system experiencing outage,Security,High
T006415,"Issue showing SLA, metric, trace error",Monitoring,High
T009898,"Issue experiencing integration, SaaS, compatibility error",Vendor,Medium
T004096,"Issue cannot policy, quarantine, antivirus error",Security,Medium
T006757,"Issue throwing orchestration, registry, automation error",DevOps,High
T004438,Datastore latency causing VM performance degradation,Virtualization,Critical
T002586,AWS Lambda concurrency limit exceeded,Cloud,Critical
T003099,Cron job not executing scheduled backup script,Unix,High
T008307,SMTP relay authentication failing,Email,High
T001883,"Issue throwing Elasticsearch, lag error",Database,Low
T008835,RPO exceeded for critical systems,Backup,High
T004808,"Issue unable to host, vMotion, memory error",Virtualization,High
T003505,Iptables rules blocking legitimate traffic,Unix,Medium
T007818,Laptop battery not holding charge,Hardware,High
T004369,"Issue showing DRS, VMware, resource pool error",Virtualization,Medium
T000964,"Issue causing API, performance, service error",Application,Low
T004143,Failed authentication attempts exceeding threshold,Security,High
T004217,"Issue unable to encryption, audit error",Security,High
T004622,DRS unable to balance workloads across hosts,Virtualization,High
T004177,Vulnerability found in third-party library dependency,Security,Medium
T003604,Security patch deployment failed on production servers,Security,Medium
T007810,Hardware diagnostic test indicating failure,Hardware,Low
T009614,Subscription renewal failing during processing,Vendor,Medium
T004545,"Issue showing resource pool, virtual machine, DRS error",Virtualization,High
T001256,"Issue unable to timeout, memory error",Application,High
T004492,"Issue unable to vCenter, host, resource pool error",Virtualization,High
T006632,Version control merge conflict preventing release,DevOps,Critical
T002861,Iptables rules blocking legitimate traffic,Unix,High
T006006,Monitoring database retention policy not working,Monitoring,Medium
T007091,Automated rollback not executing on failure,DevOps,High
T001233,"Issue unable to deployment, performance error",Application,High
T005362,"Issue throwing encryption, volume, controller, quota error",Storage,High
T004725,VM automatic startup failing after host reboot,Virtualization,High
T003792,"Issue showing update, breach error",Security,Medium
T008577,Disaster recovery runbook outdated,Backup,High
T003084,User file permissions reset to 000 on shared folder,Unix,High
T000045,User cannot authenticate to WiFi portal,Network,High
T000735,Application crash with segmentation fault,Application,High
T002823,Lambda function timeout during image processing,Cloud,Medium
T006975,Deployment validation script exiting prematurely,DevOps,High
T001447,MySQL binlog position misalignment in replication,Database,High
T002559,Certificate authority certificate renewal pending,Cloud,High
T005220,"Issue causing deduplication, volume, NAS error",Storage,Medium
T000722,User unable to login to corporate portal,Application,Critical
T000120,Network interface MTU mismatch causing fragmentation,Network,Medium
T009667,Third-party connector configuration error,Vendor,High
T009439,"Issue cannot vendor support, renewal, API, third-party error",Vendor,High
T009063,"Issue throwing RTO, verification error",Backup,High
T009107,Backup validation showing data corruption,Backup,Critical
T004485,DRS unable to balance workloads across hosts,Virtualization,High
T008058,Mailbox size exceeding quota preventing new mail,Email,High
T000966,"Issue causing memory, thread, authentication, service error",Application,High
T003758,Two-factor authentication system experiencing outage,Security,Critical
T005205,iSCSI connection timeout to storage array,Storage,Low
T001627,Database query timeout on reporting tables,Database,Medium
T005891,"Issue throwing DataDog, latency error",Monitoring,High
T001008,Application metrics export failing with write errors,Application,Medium
T004820,"Issue cannot provisioning, vMotion error",Virtualization,Critical
T004839,"Issue throwing HA, cluster, host error",Virtualization,High
T005284,"Issue throwing snapshot, replication error",Storage,Critical
T001117,Application unable to parse XML response,Application,High
T008522,Outlook profile corruption preventing email access,Email,High
T006293,APM agent memory leak causing high overhead,Monitoring,Medium
T004352,VM snapshot consuming excessive storage space,Virtualization,Critical
T008014,"Issue throwing archive, meeting, authentication error",Email,Critical
T002277,"Issue experiencing Kubernetes, certificate error",Cloud,Low
T007186,"Issue throwing warranty, RAM, server error",Hardware,High
T009579,Vendor support response time exceeding SLA,Vendor,High
T006149,Monitoring database retention policy not working,Monitoring,High
T000106,BGP route flapping causing intermittent connectivity,Network,Medium
T008332,"Issue throwing synchronization, quota error",Email,High
T002299,CloudFront distribution returning 403 errors,Cloud,Medium
T004015,"Issue cannot audit, authentication error",Security,Low
T006984,Blue-green deployment cutover not completing,DevOps,High
T003844,Security token refresh failing for API integration,Security,High
T002301,"Issue causing SSL, image error",Cloud,High
T005486,"Issue throwing SAN, archival, compression, NAS error",Storage,High
T008892,Incremental backup chain broken,Backup,High
T009022,Backup deduplication ratio declining unexpectedly,Backup,Critical
T007418,"Issue throwing server, motherboard, RAM error",Hardware,Medium
T000520,DNS resolution slow for internal domains,Network,High
T004028,Data exfiltration attempt detected and blocked,Security,Low
T007521,Workstation storage device not recognized,Hardware,Critical
T001413,"Issue cannot garbage collection, user, exception error",Application,High
T001864,DynamoDB read capacity throttled during spike,Database,High
T006940,Secret management failing during deployment,DevOps,Critical
T005551,"Issue causing retention, archival error",Storage,High
T005043,"Issue unable to snapshot, retention error",Storage,Critical
T006531,Build cache corruption causing failed builds,DevOps,Critical
T008912,Disaster recovery runbook outdated,Backup,High
T001694,Database transaction log full preventing writes,Database,High
T000468,VPN tunnel down between offices,Network,Medium
T002477,"Issue causing Docker, EC2, quota error",Cloud,Critical
T007642,"Issue experiencing fan, workstation, RAM error",Hardware,Medium
T009995,"Issue cannot license, renewal, update error",Vendor,High
T003765,Failed authentication attempts exceeding threshold,Security,Medium
T005777,Grafana dashboard queries timing out,Monitoring,High
T008691,"Issue showing recovery, deduplication error",Backup,High
T007501,Server warranty expired requiring replacement,Hardware,High
T000779,Web server worker processes constantly crashing,Application,High
T005522,SSD wear level approaching replacement threshold,Storage,Critical
T000148,"Issue unable to link down, latency error",Network,High
T000564,Redundant network link down causing failover delay,Network,Critical
T001912,Database cursor limit reached on connection pool,Database,High
T008478,"Issue cannot calendar, Slack error",Email,High
T006152,SLA tracking calculation incorrect,Monitoring,High
T005069,"Issue causing LUN, encryption, iSCSI, SAN error",Storage,High
T005947,Alert escalation policy not triggering correctly,Monitoring,High
T003020,Sudo audit log not being written correctly,Unix,Medium
T005212,iSCSI connection timeout to storage array,Storage,Critical
T009193,Tape library robotic arm malfunction,Backup,High
T007608,Server warranty expired requiring replacement,Hardware,High
T003916,Suspicious traffic detected from server to external IP,Security,High
T003747,"Issue showing patch, policy, exploit, prevention error",Security,Critical
T009739,"Issue experiencing compatibility, subscription, escalation, SaaS error",Vendor,High
T002683,"Issue cannot pod, cluster, RDS, CloudFormation error",Cloud,High
T007193,Server cooling fan at maximum RPM,Hardware,High
T002517,CloudFront distribution returning 403 errors,Cloud,High
T007384,Server CPU showing temperature warning,Hardware,High
T005718,"Issue throwing disk, ELK, Splunk error",Monitoring,Critical
T006518,"Issue cannot Jenkins, release, configuration, registry error",DevOps,High
T009783,Integration webhook not triggering,Vendor,High
T001534,MySQL binlog position misalignment in replication,Database,High
T002408,"Issue throwing TLS, pod error",Cloud,High
T006994,Terraform state lock stuck preventing deployments,DevOps,High
T004532,"Issue causing cluster, VMware, VM, CPU error",Virtualization,High
T001025,User unable to login to corporate portal,Application,High
T006178,Monitoring system out of sync with actual state,Monitoring,Medium
T005926,Monitoring agent unable to connect to central server,Monitoring,High
T001859,Redis cache connection refused from web servers,Database,High
T002709,Kubernetes node not joining cluster,Cloud,High
T005394,Storage archival job failing to complete,Storage,High
T009172,Full backup unable to complete due to network timeout,Backup,Medium
T007468,Power supply failure on production server,Hardware,High
T000378,"Issue cannot VLAN, bandwidth, latency, router error",Network,High
T000887,"Issue causing authentication, timeout, error error",Application,Critical
T000169,Network broadcast storm detected on VLAN,Network,High
T002545,Cloud storage bucket versioning causing quota exceeded,Cloud,High
T001632,"Issue showing archive, lag, vacuum, restore error",Database,Critical
T007176,RAM failure detected causing memory errors,Hardware,High
T000558,Redundant network link down causing failover delay,Network,High
T001156,Application performance degrades under load test,Application,Critical
T004190,Password reset tokens expiring unexpectedly,Security,Critical
T009333,End of life date approaching for vendor product,Vendor,High
T005701,Storage pool fragmentation increasing response time,Storage,High
T005060,"Issue unable to NAS, RAID, quota error",Storage,Low
T008204,Exchange Database Availability Group replica lag,Email,High
T000848,"Issue causing authentication, session error",Application,High
T002742,Certificate authority certificate renewal pending,Cloud,Critical
T000004,VLAN trunk port down affecting multiple subnets,Network,High
T009205,Restore operation timeout preventing data recovery,Backup,Medium
T007250,Printer unable to communicate with print server,Hardware,High
T000673,"Issue causing bandwidth, spanning tree, latency error",Network,Medium
T009215,"Issue experiencing RPO, tape, archival, snapshot error",Backup,Medium
T009087,Backup storage approaching capacity limit,Backup,Critical
T005427,Backup storage destination full,Storage,High
T000708,VPN tunnel down between offices,Network,Medium
T004792,"Issue experiencing snapshot, template, provisioning error",Virtualization,High
T000237,"Issue unable to VPN, IP address error",Network,Critical
T008773,Backup job not completing within scheduled window,Backup,Critical
T005644,Volume expansion unable to complete,Storage,High
T008412,"Issue causing synchronization, Exchange, Gmail error",Email,High
T008216,Slack integration not syncing notifications,Email,High
T000359,DNS resolution slow for internal domains,Network,Low
T001818,"Issue causing sharding, pool, PostgreSQL, fragmentation error",Database,Critical
T008459,"Issue causing Exchange, Office 365, synchronization, Slack error",Email,Critical
T006337,Log parser unable to process new event format,Monitoring,Critical
T002761,Load balancer not distributing traffic evenly,Cloud,High
T006311,Grafana dashboard queries timing out,Monitoring,Critical
T006705,Blue-green deployment cutover not completing,DevOps,High
T004113,DDoS attack detected targeting company infrastructure,Security,High
T006372,"Issue experiencing alert, uptime, trace error",Monitoring,High
T009760,Vendor system integration failing authentication,Vendor,Medium
T001245,Application struggling with concurrent requests,Application,High
T000982,Application request handling timeout in production,Application,High
T008106,Calendar sync not working across devices,Email,High
T009175,"Issue causing incremental, RPO, deduplication error",Backup,Critical
T006820,Pipeline notification system offline,DevOps,Critical
T005503,RAID array degraded after disk failure,Storage,Critical
T004884,vCenter database size exceeding retention limits,Virtualization,Critical
T000265,VPN users experiencing latency spikes,Network,High
T007110,"Issue showing artifact, configuration, orchestration error",DevOps,Critical
T009321,"Issue cannot license, compatibility, vendor support error",Vendor,High
T005002,vMotion migration failing due to CPU incompatibility,Virtualization,Medium
T007068,"Issue showing Kubernetes, GitHub, CI/CD error",DevOps,High
T002349,VPN gateway certificate expiring in 7 days,Cloud,High
T004451,VM disk I/O saturation during backup window,Virtualization,Medium
T005270,Storage quota enforcer removing user files,Storage,Critical
T001735,MongoDB oplog size insufficient for replication,Database,Low
T002382,"Issue experiencing certificate, ECS, cluster, deployment error",Cloud,High
T003316,Disk space 95% full on /var partition,Unix,Medium
T004377,"Issue causing cluster, ESXi error",Virtualization,High
T008229,Calendar sync not working across devices,Email,Medium
T001704,Database cursor limit reached on connection pool,Database,High
T001250,Application connection pool leaking connections,Application,Medium
T005445,RAID array degraded after disk failure,Storage,High
T003441,"Issue throwing partition, sudo, systemd error",Unix,High
T007165,Printer toner cartridge incorrectly detected,Hardware,Medium
T002540,EBS volume attachment experiencing I/O timeout,Cloud,High
T003530,File permissions incorrect after backup restore,Unix,Medium
T009075,"Issue unable to tape, incremental, backup error",Backup,Critical
T008616,"Issue cannot snapshot, verification, full backup error",Backup,High
T009865,Vendor system unreachable during deployment,Vendor,Medium
T005088,Storage quota enforcer removing user files,Storage,Critical
T008278,Outlook performance degrading with large mailbox,Email,High
T002100,PostgreSQL index fragmentation causing slow queries,Database,Medium
T009990,License key validation error,Vendor,High
T008510,Meeting room booking system not updating,Email,High
T009378,API schema change breaking existing code,Vendor,Medium
T002828,VPN gateway certificate expiring in 7 days,Cloud,Low
T005306,"Issue unable to archival, iSCSI, S3, NAS error",Storage,High
T008977,Disaster recovery test unable to start,Backup,Medium
T001682,Database cardinality estimation causing poor plan,Database,High
T000643,Network broadcast storm detected on VLAN,Network,High
T001443,"Issue experiencing index, transaction, Oracle error",Database,High
T005843,Alert notification email not being delivered,Monitoring,Medium
T003983,Compliance audit findings requiring immediate remediation,Security,Critical
T002651,SSL certificate expired on production server,Cloud,Low
T004308,"Issue causing ESXi, VMware, CPU, vCenter error",Virtualization,Medium
T002824,"Issue throwing Kubernetes, AWS, RDS error",Cloud,High
T009930,"Issue throwing integration, third-party error",Vendor,High
T002905,User file permissions reset to 000 on shared folder,Unix,High
T004949,Virtual machine suspended unexpectedly,Virtualization,High
T005032,"Issue experiencing NAS, deduplication, iSCSI error",Storage,Critical
T004446,Cluster HA failover not triggered for downed host,Virtualization,High
T009718,Vendor system data sync incomplete,Vendor,High
T007830,Printer unable to communicate with print server,Hardware,Medium
T008215,Distribution list membership not updating,Email,Medium
T000249,Network interface MTU mismatch causing fragmentation,Network,Critical
T007207,Printer print quality degraded,Hardware,Medium
T006322,"Issue causing dashboard, latency, CPU error",Monitoring,High
T008819,Backup data integrity check failed,Backup,Critical
T005800,Log aggregation service disk space full,Monitoring,Critical
T001597,MySQL binlog position misalignment in replication,Database,Low
T004786,Hypervisor memory pressure causing VM swapping,Virtualization,High
T000135,VPN users experiencing latency spikes,Network,Medium
T005398,Replication network bandwidth insufficient,Storage,High
T005423,"Issue experiencing iSCSI, controller, LUN, encryption error",Storage,High
T008583,"Issue throwing disaster recovery, RTO, RPO error",Backup,Critical
T006063,Distributed trace context not propagating correctly,Monitoring,High
T007785,"Issue showing disk, repair, server error",Hardware,Critical
T009131,Backup data integrity check failed,Backup,High
T008149,Meeting invitations not being delivered,Email,Critical
T001395,Application crash with segmentation fault,Application,High
T006463,GitLab CI/CD pipeline failing at deploy stage,DevOps,High
T006637,"Issue causing registry, Terraform, orchestration, Git error",DevOps,High
T005780,APM agent memory leak causing high overhead,Monitoring,Medium
T004472,VM template outdated with missing security patches,Virtualization,Critical
T008611,Incremental backup verification failing,Backup,High
T002140,"Issue cannot storage, MySQL error",Database,High
T009444,"Issue throwing compatibility, support ticket error",Vendor,Low
T007394,"Issue cannot maintenance, firmware error",Hardware,Medium
T004994,Virtual machine cloning operation timing out,Virtualization,Medium
T002066,"Issue experiencing deadlock, partition, Redis, statistics error",Database,High
T003072,Systemd service failing to start after reboot,Unix,Medium
T000621,"Issue showing WAN, VPN, IP address error",Network,High
T002768,CloudFront distribution returning 403 errors,Cloud,High
T001098,Application metrics export failing with write errors,Application,Medium
T004350,VM snapshot consuming excessive storage space,Virtualization,High
T004783,VM snapshot consuming excessive storage space,Virtualization,Critical
T002295,"Issue unable to RDS, security group error",Cloud,Medium
T004741,"Issue unable to ESXi, virtual machine, CPU error",Virtualization,High
T005733,"Issue cannot log, trace, Prometheus, DataDog error",Monitoring,High
T006392,Metric cardinality explosion from new service,Monitoring,Medium
T004967,"Issue unable to memory, cluster, resource pool, virtual machine error",Virtualization,High
T000229,Network bandwidth utilization 85% sustained,Network,Critical
T005392,"Issue causing NAS, iSCSI, archival, tiering error",Storage,High
T007365,Printer toner cartridge incorrectly detected,Hardware,High
T006574,Version control merge conflict preventing release,DevOps,High
T005568,"Issue unable to iSCSI, archival, quota error",Storage,High
T005244,NAS performance degrading during peak I/O,Storage,Critical
T004174,Zero-day vulnerability detected in production environment,Security,Low
T008488,"Issue causing archive, Exchange error",Email,High
T004807,Resource allocation policy not enforcing quotas,Virtualization,High
T006710,Build cache corruption causing failed builds,DevOps,High
T000889,Application request handling timeout in production,Application,Medium
T008911,Restore operation timeout preventing data recovery,Backup,Medium
T000716,Application performance degrades under load test,Application,High
T001463,Database slow query log indicates problematic queries,Database,High
T009541,Vendor system integration failing authentication,Vendor,Medium
T007909,Email delivery failing for external recipients,Email,Medium
T005991,Metrics collection showing gaps in data,Monitoring,High
T001303,Application crash after memory usage spike,Application,High
T000727,Application connection pool leaking connections,Application,Low
T001955,Database cursor limit reached on connection pool,Database,Low
T008273,Slack integration not syncing notifications,Email,Critical
T001438,Database checkpoint not completing in time,Database,High
T003068,Cron job not executing scheduled backup script,Unix,High
T003339,"Issue throwing fsck, bash error",Unix,Low
T007323,"Issue unable to RAM, printer, temperature error",Hardware,Medium
T003438,"Issue showing fsck, daemon, SSH, inode error",Unix,Critical
T001376,"Issue causing garbage collection, thread, response time error",Application,High
T005472,Backup storage destination full,Storage,High
T007485,"Issue throwing inventory, server, fan, replacement error",Hardware,High
T003033,Disk space 95% full on /var partition,Unix,High
T009546,Vendor API documentation outdated,Vendor,High
T003631,Firewall rule blocking legitimate business application,Security,Medium
T002286,S3 bucket policy blocking read access to files,Cloud,High
T004270,"Issue throwing audit, access control, vulnerability, attack error",Security,Medium
T003025,Backup process failing with permission errors,Unix,High
T008193,Email forwarding rule not executing,Email,High
T004099,DDoS attack detected targeting company infrastructure,Security,Low
T009230,Backup job not completing within scheduled window,Backup,High
T002925,"Issue throwing bash, log rotation, ulimit error",Unix,High
T006500,"Issue experiencing Jenkins, artifact, Docker, Kubernetes error",DevOps,Low
T001377,Application experiencing token expiration issues,Application,High
T009220,Disaster recovery test unable to start,Backup,Critical
T001288,Application hanging during peak load hours,Application,High
T006162,Grafana dashboard queries timing out,Monitoring,High
T003328,"Issue cannot SELinux, ulimit, core dump, module error",Unix,High
T008519,Archive policy not automatically archiving old mail,Email,High
T007296,"Issue unable to workstation, server error",Hardware,Critical
T009176,"Issue causing RPO, disaster recovery error",Backup,High
T007612,Server CPU showing temperature warning,Hardware,High
T000358,"Issue unable to spanning tree, switch, DNS, WAN error",Network,High
T001647,MySQL binlog position misalignment in replication,Database,High
T008998,"Issue throwing backup, archival, tape, snapshot error",Backup,High
T009784,Vendor system unreachable during deployment,Vendor,Critical
T009302,License key validation error,Vendor,Medium
T003333,"Issue cannot ulimit, LDAP, kernel, disk space error",Unix,Critical
T004506,"Issue throwing host, provisioning error",Virtualization,High
T008793,Backup retention policy not deleting old backups,Backup,High
T008045,"Issue showing recovery, SMTP error",Email,Medium
T008232,"Issue unable to calendar, Exchange, archive error",Email,Low
T008347,Email delivery failing for external recipients,Email,High
T005117,Backup storage destination full,Storage,Critical
T008001,Outlook profile corruption preventing email access,Email,High
T008969,Incremental backup chain broken,Backup,Critical
T006430,Monitoring database retention policy not working,Monitoring,High
